time,kinetic_energy,potential_energy,total_energy
0.01,4.495816305,98.095188195,102.59100450000001
0.02,4.501260088594076,98.08075278000001,102.58201286859409
0.03,4.516306973574862,98.05670337861002,102.57301035218488
0.04,4.540928134777141,98.02304960962822,102.56397774440536
0.05,4.575094814462993,97.97980108223159,102.55489589669457
0.060000000000000005,4.618778322025259,97.92696739598316,102.54574571800842
0.07,4.671950033842382,97.86455814084154,102.53650817468392
0.08,4.734581393134828,97.79258289717062,102.52716429030545
0.09,4.806643909821798,97.71105123574911,102.51769514557091
0.09999999999999999,4.888109160378241,97.61997271778014,102.50808187815838
0.10999999999999999,4.9789487876921665,97.51935689490088,102.49830568259304
0.11999999999999998,5.079134500922244,97.40921330919204,102.48834781011428
0.12999999999999998,5.188638075355702,97.28955149318749,102.47818956854319
0.13999999999999999,5.307431352266516,97.16038096988379,102.46781232215031
0.15,5.435486238773896,97.02171125274975,102.45719749152364
0.16,5.572774707701064,96.87355184573592,102.44632655343698
0.17,5.719268797434322,96.7159122432842,102.43518104071852
0.18000000000000002,5.874940611782409,96.54880193033716,102.42374254211957
0.19000000000000003,6.039762319836157,96.37223038234787,102.41199270218402
0.20000000000000004,6.213706155828433,96.18620706528901,102.39991322111744
0.21000000000000005,6.396744418994364,95.9907414356627,102.38748585465706
0.22000000000000006,6.588849473431859,95.78584294050972,102.37469241394159
0.23000000000000007,6.789993747962425,95.57152101741914,102.36151476538157
0.24000000000000007,7.000149735992251,95.34778509453767,102.34793483052992
0.25000000000000006,7.2192899953736,95.11464459057919,102.33393458595279
0.26000000000000006,7.447387148266476,94.87210891483413,102.3194960631006
0.2700000000000001,7.6844138810005855,94.62018746717891,102.30460134817949
0.2800000000000001,7.930342943937566,94.3588896380854,102.28923258202296
0.2900000000000001,8.185147151333533,94.08822480863026,102.2733719599638
0.3000000000000001,8.448799381201871,93.8082023505044,102.25700173170627
0.3100000000000001,8.721272575176343,93.51883162602233,102.24010420119868
0.3200000000000001,9.00253973837446,93.22012198813157,102.22266172650603
0.3300000000000001,9.292573939261146,92.91208278042198,102.20465671968313
0.34000000000000014,9.59134830951268,92.59472333713522,102.1860716466479
0.35000000000000014,9.89883604388092,92.26805298317393,102.16688902705485
0.36000000000000015,10.215010400057805,91.93208103411128,102.14709143416908
0.37000000000000016,10.53984469854015,91.58681679620014,102.12666149474029
0.38000000000000017,10.8733123224947,91.2322695663825,102.1055818888772
0.3900000000000002,11.215386717623481,90.86844863229871,102.0838353499222
0.4000000000000002,11.566041392029422,90.49536327229687,102.06140466432629
0.4100000000000002,11.925249916082254,90.11302275544207,102.03827267152433
0.4200000000000002,12.292985922284698,89.7214363415257,102.0144222638104
0.4300000000000002,12.669223105138908,89.32061328107473,101.98983638621364
